state,district,avg_UIS,avg_RIS,avg_BSS,avg_TSD,months
Andhra Pradesh,Visakhapatnam,0.0067418045326957925,0.1417612159492278,0.6178173059974225,8.540177112501205e-18,13
Andhra Pradesh,Vizianagaram,0.005673007315833062,0.14100984170097883,0.5340177196668898,6.672013369141565e-17,13
Andhra Pradesh,Warangal,0.004026054480677884,0.12669571370091479,0.6292216367617289,-4.270088556250602e-18,13
Andhra Pradesh,West Godavari,0.004690625016609708,0.14066341328484652,0.4925857101947014,3.042438096328554e-17,13
Andhra Pradesh,Y. S. R,0.0020718562117102925,0.13167349461303537,0.2228975246636552,5.337610695313253e-17,13
Arunachal Pradesh,Anjaw,0.00281281029569163,0.14020370231585805,0.7424609405691203,3.23815048849004e-17,6
Arunachal Pradesh,Changlang,0.0007254744744305461,0.12150001704521549,0.6010621058259367,2.5620531337503614e-17,13
Arunachal Pradesh,Dibang Valley,0.00013346744554914376,0.07821270402263919,0.3333333333333333,0.0,2
Arunachal Pradesh,East Kameng,0.003376688636990682,0.12207058166339875,0.6396208110924643,6.938893903907228e-17,12
Arunachal Pradesh,East Siang,0.005168513101638993,0.11562929149645368,0.5779361877435994,1.850371707708594e-17,12
Arunachal Pradesh,Kamle,0.0005835170928598019,0.08395910091582126,0.5222832722832723,1.5728159515523052e-16,6
Arunachal Pradesh,Kra Daadi,0.0013153907732720677,0.1420011082233524,0.8146216735072157,5.551115123125783e-17,7
Arunachal Pradesh,Kurung Kumey,0.00447596296439575,0.14559283943313528,0.8127616618994598,4.163336342344337e-17,8
Arunachal Pradesh,Leparada,0.0,0.0,0.0,0.0,1
Arunachal Pradesh,Lohit,0.004761511200831827,0.1324788371938933,0.5467121604383911,3.737540580059121e-17,11
Arunachal Pradesh,Longding,9.635192814477031e-05,0.12759003789715945,0.5447110934082564,5.978123978750843e-17,13
Arunachal Pradesh,Lower Dibang Valley,0.005651526539665302,0.12841418251800032,0.6048114224102152,-1.0408340855860843e-17,8
Arunachal Pradesh,Lower Siang,0.00024777600312434443,0.059863952946299426,0.31791016001542316,0.0,7
Arunachal Pradesh,Lower Subansiri,0.0017573560028164728,0.13097129678336986,0.6603575695176231,3.4063660982817304e-17,11
Arunachal Pradesh,Namsai,0.012405607167880318,0.13924510790414762,0.5350667447565298,8.0953762212251e-18,12
Arunachal Pradesh,Pakke Kessang,0.0002579081073413,0.0842290658705345,0.55,0.0,1
Arunachal Pradesh,Papum Pare,0.0025464108520516387,0.13155413097683602,0.6703120810043068,2.7755575615628914e-17,13
Arunachal Pradesh,Shi-Yomi,0.0002627438843539839,0.0456240773465395,0.28978494623655915,0.0,4
Arunachal Pradesh,Siang,0.00021800278779154786,0.05533890318064101,0.5826200314836678,0.0,7
Arunachal Pradesh,Tawang,0.0014934243352170131,0.13399801427774394,0.5353066364634332,3.9085488318102435e-17,8
Arunachal Pradesh,Tirap,0.000283453625038575,0.04732995497059445,0.5752091402749298,5.551115123125783e-17,8
Arunachal Pradesh,Upper Siang,0.004421834500367475,0.11703529678221158,0.5083955940467975,0.0,8
Arunachal Pradesh,Upper Subansiri,0.0017575165434706096,0.1393013077457572,0.5927152353660697,6.686570489219693e-17,11
Arunachal Pradesh,West Kameng,0.000662350793627875,0.13768317531134946,0.7391386116334556,3.700743415417188e-17,12
Arunachal Pradesh,West Siang,0.0016781144092645002,0.12642233858425983,0.5479773573100379,2.7755575615628914e-17,12
Assam,Bajali,0.0003223851341766677,0.0464262589262589,0.0761111111111111,7.401486830834377e-17,6
Assam,Baksa,0.00018119660419926208,0.1308538677578382,0.40106549623408694,2.5620531337503614e-17,13
Assam,Barpeta,0.00019739741126697694,0.12752430813392387,0.5630215291643967,5.978123978750843e-17,13
Assam,Biswanath,0.0003505982356700154,0.12331354803146342,0.43226128072892256,-1.708035422500241e-17,13
Assam,Bongaigaon,0.00031948479323634616,0.135997019900326,0.5538834190026656,3.949831914531807e-17,13
Assam,Cachar,0.00017967104827926154,0.12515488312678327,0.568101791432336,5.124106267500723e-17,13
Assam,Charaideo,0.00046177741113744616,0.11665669194485376,0.5462000503388122,3.416070845000482e-17,13
Assam,Chirang,0.00021552562961896153,0.1350625756480977,0.44241177786229957,1.056846917672024e-16,13
Assam,Darrang,0.0001652187261240125,0.12440347430789625,0.42358124293091426,-4.270088556250602e-18,13
Assam,Dhemaji,0.00017732366342796153,0.12481433349637933,0.5643971846014557,8.540177112501205e-18,13
Assam,Dhubri,0.0001907606180916748,0.12566304491796626,0.37989361630135665,8.113168256876143e-17,13
Assam,Dibrugarh,0.00022194454938110768,0.12707194775256192,0.4963750037625671,-4.270088556250602e-18,13
Assam,Dima Hasao,8.266434317200258e-05,0.05407298055886166,0.0,-4.4408920985006264e-17,5
Assam,Goalpara,0.00015505830212647376,0.1206041551878834,0.4149227617951819,3.416070845000482e-17,13
Assam,Golaghat,0.0001541341424096874,0.12217353446996262,0.42372776620997893,6.405132834375903e-17,13
Assam,Hailakandi,0.0001667723337054317,0.11889225152253258,0.45658979108831965,5.124106267500723e-17,13
Assam,Hojai,0.00019365376558797692,0.12090534732315329,0.49977266535101983,1.708035422500241e-17,13
Assam,Jorhat,0.00020546851108573078,0.12097579784736459,0.44054590098430507,8.540177112501205e-18,13
Assam,Kamrup,0.0001729877686524292,0.1236600345588508,0.4890532931849433,2.9890619893754213e-17,13
Assam,Kamrup Metro,0.0002414505267216836,0.12802129893129155,0.4785545069825413,6.832141690000964e-17,13
Assam,Karbi Anglong,0.000166625302975336,0.12238895397996646,0.5020388372780749,1.708035422500241e-17,13
Assam,Karimganj,9.988175434595856e-05,0.11125731143233802,0.4142656068634131,-1.708035422500241e-17,13
Assam,Kokrajhar,0.0002642083689965616,0.13491042534387396,0.42137859576186043,4.270088556250602e-18,13
Assam,Lakhimpur,0.00017022576283907831,0.12283312527645991,0.5007108099063005,2.1350442781253012e-17,13
Assam,Majuli,0.0002089068021385453,0.12921969006055253,0.5640399220865769,-1.1564823173178714e-17,12
Assam,Marigaon,0.00016676525685963348,0.12297671048747291,0.5024593460791152,-4.270088556250602e-18,13
Assam,Nagaon,0.00025587769279625515,0.12242726235035284,0.5045644970827532,-5.551115123125783e-17,13
Assam,Nalbari,0.00021621353183846155,0.11737041148573223,0.5573313891500754,2.5620531337503614e-17,13
Assam,North Cachar Hills,0.00032144869089099166,0.10835809357991578,0.5822152498683691,3.700743415417188e-17,12
Assam,Sibsagar,0.00021479424582028416,0.11977944486450956,0.43276435830075977,1.708035422500241e-17,13
Assam,Sivasagar,0.0,0.0,0.0,0.0,1
Assam,Sonitpur,0.00016588334135770558,0.11963432285750054,0.38701240741463283,2.5620531337503614e-17,13
Assam,South Salmara Mankachar,0.0003042027748198667,0.10550692627003501,0.2682589603142228,-3.700743415417188e-17,12
Assam,Sribhumi,0.0011008917896884363,0.059989231179014224,0.07285849552511849,0.0,11
Assam,Tamulpur District,0.0005460283072569286,0.052124002794635506,0.045619257280221925,6.344131569286608e-17,7
Assam,Tinsukia,0.0003130489095656231,0.11963374664792463,0.3409259133345681,3.416070845000482e-17,13
Assam,Udalguri,0.00019864469023153845,0.12755493698651152,0.44582191357113377,2.1350442781253012e-17,13
Assam,West Karbi Anglong,0.00016456264123925146,0.11341683202045585,0.6489057984587284,-1.708035422500241e-17,13
Bihar,Araria,0.0005713056501169077,0.1298265874902026,0.35369320456501085,1.2810265668751807e-17,13
Bihar,Arwal,0.0003651581541117846,0.13175608594512966,0.40732724627751826,5.978123978750843e-17,13
Bihar,Aurangabad,0.0013030886151063463,0.12940291793870726,0.36772624574227686,8.540177112501205e-18,13
Bihar,Aurangabad(Bh),0.0001940931434635367,0.05105426795303542,0.2022967174708468,9.868649107779169e-17,9
Bihar,Banka,0.0005234748547624385,0.1321712785181274,0.29851690772146217,4.270088556250602e-18,13
Bihar,Begusarai,0.0007533607587484539,0.13249865377725784,0.38144729979146913,2.9890619893754213e-17,13
Bihar,Bhabua,4.1641413164488316e-05,0.0462739929782566,0.19298245614035087,0.0,8
Bihar,Bhagalpur,0.00034623011961504616,0.13260304880430665,0.3992396592957354,-2.1350442781253012e-17,13
Bihar,Bhojpur,0.0007398081618481924,0.12241432408725379,0.2288626877324456,-4.270088556250602e-18,13
Bihar,Buxar,0.0013419474794713307,0.1265516334478452,0.30286509941338474,2.9890619893754213e-17,13
Bihar,Darbhanga,0.0009047779855333538,0.13388314465579354,0.4351449747086361,1.708035422500241e-17,13
Bihar,East Champaran,0.00034034532436422307,0.12715243208779786,0.34345344774478187,2.1350442781253012e-17,13
Bihar,Gaya,0.00032425056847846156,0.1339007731770832,0.32497181858935764,-2.1350442781253012e-17,13
Bihar,Gopalganj,0.00031018722419156924,0.1309904198640534,0.37188994078735504,4.697097411875662e-17,13
Bihar,Jamui,0.0003031958109747,0.13232067933581576,0.3844088016153319,1.921539850312771e-17,13
Bihar,Jehanabad,0.00047239411984453843,0.12958605501179501,0.30987775467520406,1.708035422500241e-17,13
Bihar,Kaimur (Bhabua),0.0007452296756042846,0.1300354661297258,0.39459089703729683,4.2700885562506023e-17,13
Bihar,Katihar,0.0007268349127620462,0.13095230257484514,0.39782124877824665,5.551115123125783e-17,13
Bihar,Khagaria,0.0011228449120324999,0.13072627648390064,0.35366810917985736,-1.2810265668751807e-17,13
Bihar,Kishanganj,0.0035490319783856614,0.12473754052659981,0.34722036369839054,4.483592984063132e-17,13
Bihar,Lakhisarai,0.0006196716177133538,0.1257305715893278,0.33543017537057546,2.1350442781253012e-17,13
Bihar,Madhepura,0.0018021549537800613,0.1309293613654889,0.40212514522000414,4.483592984063132e-17,13
Bihar,Madhubani,0.0003901310778042846,0.13599171304065277,0.3789376769581808,-5.07073016054759e-17,13
Bihar,Monghyr,0.00011390941407575274,0.048431712875557316,0.5214092140921409,0.0,6
Bihar,Munger,0.0004851037920546692,0.1292563283222431,0.3627978845739171,2.1350442781253012e-17,13
Bihar,Muzaffarpur,0.0003790483593409615,0.13102152229195754,0.3653284402794995,6.4051328343759035e-18,13
Bihar,Nalanda,0.0005658194511900923,0.12481824643730881,0.25955822283853275,1.0461716962813975e-16,13
Bihar,Nawada,0.0002426844008985364,0.13017535398713728,0.36567967497348863,0.0,13
Bihar,Pashchim Champaran,0.0002376477717611616,0.06753872437067288,0.33119551208896003,-4.9343245538895844e-17,9
Bihar,Patna,0.00040130106339744616,0.12868213078584392,0.34036188462469724,-4.2700885562506023e-17,13
Bihar,Purba Champaran,0.00021321799146857003,0.05609744216443077,0.23186994165255034,4.0371746350005693e-17,11
Bihar,Purbi Champaran,0.0,0.0,0.0,0.0,3
Bihar,Purnea,0.0017419996988838583,0.13091768212851673,0.622188555873112,2.0816681711721685e-17,12
Bihar,Purnia,0.00048616115780813075,0.13398569954758208,0.4656514851000822,2.8823097754691566e-17,13
Bihar,Rohtas,0.002250964452369277,0.12704970217860825,0.32197087800291896,-4.697097411875662e-17,13
Bihar,Saharsa,0.0003425478621351461,0.13322083425903306,0.4865657100168858,-9.607699251563854e-18,13
Bihar,Samastipur,0.0006632131705967154,0.13262434133536083,0.36240793269456706,-4.056584128438072e-17,13
Bihar,Samstipur,0.00015553437901910045,0.04946786408269486,0.4274118738404452,0.0,7
Bihar,Saran,0.00033480673347354616,0.12822244774126967,0.3454736281252686,1.2810265668751807e-17,13
Bihar,Sheikhpura,0.0019950716909614137,0.12926350680075352,0.5289310522394883,2.9890619893754213e-17,13
Bihar,Sheikpura,0.000186983377822468,0.05715543755500555,0.503968253968254,3.700743415417188e-17,6
Bihar,Sheohar,0.0018820741438992075,0.13089359454119776,0.4130856089391391,4.270088556250602e-18,13
Bihar,Sitamarhi,0.0002874712020953461,0.13522535273646866,0.3991307979128052,2.455300919844096e-17,13
Bihar,Siwan,0.00039961520073227697,0.13082495766268948,0.3789962533503287,-1.0675221390626506e-17,13
Bihar,Supaul,0.0022239632550356612,0.13244328429051175,0.3692027051351159,5.764619550938313e-17,13
Bihar,Vaishali,0.0007017496625225694,0.1332468270779315,0.4223689039424994,3.629575272813012e-17,13
Bihar,West Champaran,0.0002968322232013129,0.12631149058661179,0.27058187735444517,2.5620531337503614e-17,13
Chandigarh,Chandigarh,0.002237116675683869,0.1443244625360885,0.5287351854667252,5.337610695313253e-17,13
Chandigarh,Rupnagar,0.0001160586483036,0.0842290658705345,0.3333333333333333,0.0,1
Chhattisgarh,Balod,0.010411084290184985,0.1368670541004416,0.5712528733647023,9.07393818203253e-18,13
Chhattisgarh,Baloda Bazar,0.0010993698105283385,0.13656744835134227,0.4157790000789502,-2.028292064219036e-17,13
Chhattisgarh,Balrampur,0.00030890341972355384,0.13347514162331575,0.49519095099173327,4.590345197969397e-17,13
Chhattisgarh,Bastar,0.004180103675196877,0.12864909353976273,0.5624317724003064,2.9890619893754213e-17,13
Chhattisgarh,Bemetara,0.005890655689786315,0.13882378607835444,0.6036446893439753,-2.4019248128909636e-18,13
Chhattisgarh,Bijapur,0.0002532509260589533,0.1377513020272008,0.716345314030402,-1.879283765641541e-18,12
Chhattisgarh,Bilaspur,0.0006512668078965616,0.13828885319022285,0.5247710367823382,5.938091898535993e-18,13
Chhattisgarh,Dakshin Bastar Dantewada,0.008054000310669641,0.13666844748439028,0.8172944816103205,1.1853943752508181e-17,12
Chhattisgarh,Dantewada,0.010974760109639567,0.1369586690400979,0.8980544313244504,1.3877787807814457e-17,12
Chhattisgarh,Dhamtari,0.008730292902694333,0.14036533502213053,0.5913067571822277,3.23815048849004e-17,12
Chhattisgarh,Durg,0.0009453332347037231,0.13780255543400635,0.6164406369459806,5.2308584814069875e-17,13
Chhattisgarh,Gariyaband,0.0033624935487968997,0.1308921874200016,0.5831284835087722,-4.625929269271485e-18,12
Chhattisgarh,Gaurela-Pendra-Marwahi,0.0020813728549037166,0.13153072602950042,0.48333220144468064,0.0,12
Chhattisgarh,Gaurella Pendra Marwahi,0.0,0.0,0.0,0.0,1
Chhattisgarh,Janjgir - Champa,0.00017337156104609998,0.048953645121336285,0.4116666666666667,0.0,6
Chhattisgarh,Janjgir Champa,0.00022438005338696219,0.06590144505611265,0.40684523809523804,0.0,5
Chhattisgarh,Janjgir-Champa,0.0038771848831406458,0.1380752383585977,0.5754603659191194,2.9890619893754213e-17,13
Chhattisgarh,Jashpur,0.004937435177887667,0.13453837298831076,0.42618476403613376,3.5850951836854015e-17,12
Chhattisgarh,Kabeerdham,0.005651310880573108,0.13602869437290036,0.5570349251787768,4.85722573273506e-17,13
Chhattisgarh,Kanker,0.012830005932033576,0.13237566204641033,0.6151148284560709,2.7755575615628914e-17,12
Chhattisgarh,Kawardha,0.005124719956503107,0.13139787686367072,0.497707935029533,3.416070845000482e-17,13
Chhattisgarh,Khairagarh Chhuikhadan Gandai,0.0051614134290579455,0.12159763749315243,0.20801599419364727,3.027880976250427e-17,11
Chhattisgarh,Kondagaon,0.008196102173317238,0.1322093516949568,0.5670862266275424,1.708035422500241e-17,13
Chhattisgarh,Korba,0.0038717764675523614,0.13936949518508948,0.6398656747730056,-1.841475689883072e-17,13
Chhattisgarh,Koriya,0.004693257680400084,0.13767805208405914,0.6252614287464525,1.0119220276531374e-17,12
Chhattisgarh,Mahasamund,0.004239001996522061,0.14228978740234585,0.4919554542043812,2.028292064219036e-17,13
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,0.0006493517080866745,0.04959609716813789,0.27165145401429497,0.0,11
Chhattisgarh,Mohalla-Manpur-Ambagarh Chowki,0.0,0.0,0.0,0.0,1
Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,0.0239273269661292,0.11667351453742776,0.2790896719228755,2.0185873175002847e-17,11
Chhattisgarh,Mungeli,0.003813360252488877,0.1365982138376151,0.5916077466827032,3.042438096328554e-17,13
Chhattisgarh,Narayanpur,0.004569904017174649,0.14365015562871195,0.8337195233510303,-2.3129646346357427e-18,12
Chhattisgarh,Raigarh,0.0010891520792145769,0.12780441304173912,0.7929791697340337,3.202566417187951e-17,13
Chhattisgarh,Raipur,0.001351441040713423,0.13905666491597712,0.6383846792688144,3.883111780840391e-17,13
Chhattisgarh,Rajnandgaon,0.010128256556738293,0.14193329387768963,0.5705428511563758,3.736327486719277e-17,13
Chhattisgarh,Sakti,0.001185956248429918,0.11573431835492719,0.2904957883676469,-2.0185873175002847e-17,11
Chhattisgarh,Sarangarh-Bilaigarh,0.002780179692245875,0.05643956989366594,0.1938576676623839,0.0,8
Chhattisgarh,Sukma,0.0007164459511634167,0.13061671512262937,0.5996083825550139,2.7755575615628914e-17,12
Chhattisgarh,Surajpur,0.0032151225127395083,0.12913858522628588,0.5005312882063054,2.7755575615628914e-17,12
Chhattisgarh,Surguja,0.003457251530432031,0.13437436812956804,0.40542335499102927,1.4945309946877107e-17,13
Chhattisgarh,Uttar Bastar Kanker,0.000690924753001,0.05688645829516987,0.6238663960747423,4.0371746350005693e-17,11
Dadra & Nagar Haveli,Dadra & Nagar Haveli,0.0013574563383066337,0.131036476635284,0.6267297517297518,2.3900634557902677e-17,9
Dadra And Nagar Haveli,Dadra And Nagar Haveli,0.004276385980529741,0.12854734623667466,0.8164392834739322,3.469446951953614e-17,12
Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,0.006072474420842083,0.12828714444796566,0.5251802298617027,-3.027880976250427e-17,11
Dadra And Nagar Haveli And Daman And Diu,Daman,0.00025898272445525105,0.04739771807051583,0.3231528843421426,0.0,6
Dadra And Nagar Haveli And Daman And Diu,Diu,0.0001386256076959696,0.04071071517075834,0.11951219512195121,0.0,5
Daman & Diu,Daman,0.00108321405083365,0.048593691848385245,0.7916666666666667,0.0,2
Daman & Diu,Diu,0.0003043315666627667,0.04737884955217563,0.5573525007487271,0.0,3
Daman And Diu,Daman,0.006446013999497617,0.1351536120347325,0.8340510864778198,-1.1564823173178714e-17,6
Daman And Diu,Diu,0.00042255480086725,0.0485776543263231,0.5758928571428571,1.1102230246251565e-16,4
Delhi,Central Delhi,0.0005223505654477846,0.14093050401284676,0.6133157964586357,3.949831914531807e-17,13
Delhi,East Delhi,0.0004116119967813769,0.1430672358634925,0.6496440152920437,5.978123978750843e-17,13
Delhi,Najafgarh,0.00018850738027494,0.05282787903283522,0.638095238095238,0.0,5
Delhi,New Delhi,0.0005027926067380391,0.13959390167659677,0.6753749449283616,2.7755575615628914e-17,9
Delhi,North Delhi,0.000979166600211923,0.1397333429732453,0.6284765266310315,1.6705053472988194e-17,13
Delhi,North East,0.004057107595008538,0.14376813742271083,0.7749775877051698,2.241796492031566e-17,13
Delhi,North East   *,0.0,0.0,0.0,0.0,1
Delhi,North East Delhi,0.00043980303255323843,0.1431190028314066,0.65406127349657,5.337610695313253e-18,13
Delhi,North West Delhi,0.0006738543865619923,0.1437389613081921,0.6280266963977152,5.337610695313253e-18,13
Delhi,Shahdara,0.0006609946691824384,0.14302312728514957,0.2617388192810589,1.3877787807814457e-17,13
Delhi,South Delhi,0.0005318416907812615,0.14308860794853429,0.6181631592100008,5.657867337032047e-17,13
Delhi,South East Delhi,0.00021559505848065178,0.036951732065792324,0.31157594086021506,0.0,8
Delhi,South West Delhi,0.0005374283152326999,0.14140409112486582,0.5587324137253815,-2.5620531337503614e-17,13
Delhi,West Delhi,0.00038552120459417694,0.14430388869206723,0.5884051591020121,7.472654973438553e-18,13
Goa,Bardez,0.0003094897288096,0.0842290658705345,0.375,0.0,1
Goa,North Goa,0.0018169066669703083,0.13585418366079635,0.5592601028266285,-8.673617379884035e-18,12
Goa,South Goa,0.004615194910926539,0.1371632918507211,0.5257298188636892,1.814787636406506e-17,13
Gujarat,Ahmadabad,0.00044415062537447175,0.12262625242280946,0.6213680039172693,1.850371707708594e-17,12
Gujarat,Ahmedabad,0.0007977719929661385,0.1398395532321069,0.5588924469442735,-5.978123978750843e-17,13
Gujarat,Amreli,0.0005045163705306082,0.13941382671032335,0.6391051501797094,4.625929269271486e-17,12
Gujarat,Anand,0.000512503705817091,0.14024084337741727,0.6664938396567881,2.7755575615628914e-17,11
Gujarat,Arvalli,0.0003436128499640166,0.13938612134437386,0.7292802147458807,2.6599093298311043e-17,12
Gujarat,Banas Kantha,0.00013391985350359587,0.08781915720272122,0.6919392336059003,2.4671622769447922e-17,9
Gujarat,Banaskantha,0.0005011300873998,0.13746659098958738,0.6219022749691455,3.5850951836854015e-17,12
Gujarat,Bharuch,0.001141973621411175,0.13840393855265368,0.5303870771980185,3.308623629701598e-17,12
Gujarat,Bhavnagar,0.00039480895965505385,0.14070336717647328,0.6172180212729987,2.7221814546097587e-17,13
Gujarat,Botad,0.00019515556047361072,0.13988688194179236,0.6549040966408706,6.812732196563461e-17,11
Gujarat,Chhotaudepur,0.00045454776200702304,0.1418113334154518,0.681744743733373,3.5228230589067465e-17,13
Gujarat,Dahod,0.00032880938799780836,0.13995408559186973,0.6952559443592753,3.700743415417188e-17,12
Gujarat,Dang,0.0,0.0,0.0,0.0,1
Gujarat,Devbhumi Dwarka,0.00031677834522940836,0.14138802209503426,0.7237594406110993,4.972873964466847e-17,12
Gujarat,Dohad,0.00014373438094249786,0.13792345859638752,0.5994490470364787,4.660818339180955e-17,13
Gujarat,Gandhinagar,0.00042613405547966925,0.1399754843868716,0.4979456448652542,3.362694738047349e-17,13
Gujarat,Gir Somnath,0.00019133836256103639,0.14125014157063634,0.6629722241738185,-5.046468293750712e-18,11
Gujarat,Jamnagar,0.0007337543276706846,0.1399547630159141,0.5406537300159809,4.270088556250602e-18,13
Gujarat,Junagadh,0.0008851398409438833,0.13943850295917667,0.6476866534925022,-2.8912057932946786e-18,12
Gujarat,Kachchh,0.0006946279093773917,0.14090006182740153,0.5278015469936822,8.673617379884035e-18,12
Gujarat,Kheda,0.0007638900092951916,0.13879367490559397,0.5959494987878137,3.700743415417188e-17,12
Gujarat,Mahesana,0.0006844754406857153,0.13805905662572898,0.5796588073651795,3.482790978691897e-17,13
Gujarat,Mahisagar,0.0003314441184188584,0.13939733820722586,0.7006232799053659,2.312964634635743e-17,12
Gujarat,Morbi,0.0002881416838590691,0.1424730141006681,0.5945778137695078,1.734723475976807e-17,12
Gujarat,Narmada,0.0030918564456886093,0.14191892247189097,0.7077336077109736,1.0092936587501423e-17,11
